insert_AVL,insert_BinaryTree,interactions,tree_size
14,16,9148,2921
14,17,5574,2922
13,22,4778,2923
12,16,9158,2924
13,20,2160,2925
14,22,4894,2926
14,13,993,2927
12,17,7851,2928
13,16,6458,2929
13,16,6979,2930
12,14,3903,2931
12,9,9961,2932
13,15,5348,2933
13,17,2432,2934
13,15,1745,2935
12,19,3027,2936
11,12,2862,2937
12,13,6712,2938
13,21,4493,2939
13,14,6899,2940
13,13,2369,2941
14,19,4478,2942
12,20,4822,2943
14,25,4661,2944
11,19,6272,2945
12,18,6791,2946
12,19,3288,2947
14,17,1880,2948
13,16,2781,2949
12,17,6688,2950
13,15,2587,2951
11,11,8280,2952
12,16,8614,2953
13,15,7364,2954
12,18,7437,2955
13,21,7125,2956
13,15,8610,2957
12,18,8429,2958
12,20,4975,2959
13,17,5067,2960
13,16,1760,2961
13,18,5230,2962
14,19,5028,2963
13,16,3459,2964
13,18,7661,2965
12,19,6772,2966
13,15,6485,2967
12,11,6874,2968
12,9,9836,2969
13,19,7330,2970
13,14,125,2971
14,19,2204,2972
12,14,8159,2973
12,17,4946,2974
14,18,3216,2975
13,14,783,2976
11,12,8089,2977
14,14,6504,2978
13,14,2662,2979
12,9,869,2980
12,12,9543,2981
13,16,5248,2982
13,21,5501,2983
13,16,8156,2984
14,19,8963,2985
11,20,2937,2986
12,14,1632,2987
12,19,7572,2988
12,16,7718,2989
11,18,2959,2990
12,14,2639,2991
11,8,9477,2992
12,16,8188,2993
12,16,4018,2994
12,21,2935,2995
13,17,2200,2996
12,18,7141,2997
13,13,5771,2998
13,18,9073,2999
13,18,3328,3000
12,11,9452,3001
13,18,9197,3002
14,18,1883,3003
12,15,7611,3004
12,8,495,3005
13,16,5099,3006
12,16,8393,3007
14,16,8583,3008
13,21,7954,3009
14,15,1054,3010
12,21,5803,3011
13,19,3848,3012
13,14,2653,3013
13,19,7655,3014
13,16,8356,3015
12,16,1615,3016
12,17,592,3017
13,10,9987,3018
14,18,5539,3019
15,26,4661,3020
12,22,2945,3021
13,21,4529,3022
12,14,489,3023
12,16,7484,3024
13,17,8546,3025
13,16,3423,3026
12,19,6035,3027
14,16,2038,3028
13,17,5545,3029
14,19,5108,3030
14,14,5366,3031
14,17,4997,3032
13,15,656,3033
12,22,7248,3034
12,12,2607,3035
14,18,1150,3036
13,15,8698,3037
13,16,7351,3038
11,19,6084,3039
12,18,3003,3040
13,19,8404,3041
12,16,8239,3042
12,14,6851,3043
15,16,1056,3044
13,17,5893,3045
13,13,5206,3046
14,18,9022,3047
12,15,2836,3048
14,14,5192,3049
14,11,912,3050
13,16,7496,3051
14,22,4489,3052
13,17,5440,3053
12,17,7984,3054
11,11,8324,3055
11,15,337,3056
13,13,7758,3057
13,19,4359,3058
13,18,8727,3059
13,20,3303,3060
12,10,9466,3061
12,22,4092,3062
13,24,4651,3063
13,14,121,3064
12,16,7691,3065
13,20,3609,3066
12,15,7623,3067
13,22,6389,3068
14,17,959,3069
13,11,58,3070
11,8,9391,3071
13,16,9362,3072
12,14,8296,3073
12,16,6241,3074
13,20,6769,3075
13,9,541,3076
12,17,7798,3077
14,21,2142,3078
12,15,3376,3079
13,17,9342,3080
14,20,3054,3081
13,20,7224,3082
13,19,3830,3083
13,24,4845,3084
12,18,1559,3085
15,22,2153,3086
12,14,1534,3087
12,15,9317,3088
14,19,6511,3089
13,16,260,3090
13,19,8971,3091
14,17,2328,3092
12,19,4351,3093
13,10,9973,3094
13,15,8801,3095
14,17,2041,3096
13,17,3581,3097
14,16,2775,3098
13,21,4781,3099
13,21,4539,3100
12,15,2832,3101
13,23,4172,3102
12,14,3900,3103
13,17,7480,3104
13,16,6764,3105
13,13,7020,3106
13,21,8020,3107
13,21,4562,3108
13,21,5513,3109
13,12,7747,3110
14,17,255,3111
12,17,4918,3112
12,20,4970,3113
12,20,4084,3114
12,11,9763,3115
12,16,6529,3116
13,16,2588,3117
14,16,1296,3118
13,16,2197,3119
13,19,5451,3120
13,19,1555,3121
13,17,1167,3122
13,27,4130,3123
13,16,2257,3124
13,18,1139,3125
12,21,2930,3126
14,21,4297,3127
12,20,4719,3128
14,19,2056,3129
14,15,5430,3130
14,17,5609,3131
14,20,4888,3132
12,9,9601,3133
11,9,9508,3134
12,16,8719,3135
12,16,2716,3136
12,15,2879,3137
11,17,6738,3138
12,23,3629,3139
12,17,8391,3140
12,12,836,3141
13,15,3883,3142
12,15,3309,3143
12,21,5806,3144
13,21,4318,3145
11,12,9423,3146
13,15,8686,3147
13,17,3258,3148
13,15,7070,3149
13,11,882,3150
14,18,8708,3151
14,16,8624,3152
11,19,8400,3153
11,15,2837,3154
13,11,880,3155
13,18,5890,3156
13,20,2119,3157
13,13,1528,3158
12,13,608,3159
13,20,4174,3160
13,16,6957,3161
12,19,6216,3162
13,15,5413,3163
13,17,2909,3164
13,18,2075,3165
14,28,4131,3166
13,22,1977,3167
14,16,1305,3168
13,21,7220,3169
14,22,1957,3170
13,17,6047,3171
12,15,8056,3172
13,21,5840,3173
13,20,5707,3174
12,18,213,3175
14,18,6509,3176
12,13,5129,3177
12,19,8898,3178
13,11,9766,3179
14,17,2198,3180
13,19,6131,3181
12,14,8473,3182
13,18,7173,3183
14,22,4530,3184
13,17,7662,3185
13,20,4404,3186
13,15,419,3187
13,20,6132,3188
13,17,2284,3189
12,15,7378,3190
13,14,6657,3191
14,18,5592,3192
14,11,9945,3193
13,18,2070,3194
13,23,4853,3195
12,17,8371,3196
12,16,2552,3197
12,13,6829,3198
12,20,6027,3199
12,15,6124,3200
13,19,8785,3201
13,19,2073,3202
13,10,531,3203
14,13,976,3204
13,11,7780,3205
14,18,7095,3206
13,15,7485,3207
13,19,9260,3208
12,22,5992,3209
12,23,7250,3210
12,19,7810,3211
13,15,8474,3212
14,20,2075,3213
13,19,4982,3214
13,19,3003,3215
14,15,9736,3216
13,15,5738,3217
13,12,9773,3218
13,22,5867,3219
13,22,8021,3220
12,16,3502,3221
13,18,8875,3222
13,18,3612,3223
13,16,3446,3224
14,18,944,3225
13,20,4816,3226
12,14,8168,3227
11,8,9848,3228
13,16,1644,3229
12,26,4194,3230
14,16,2323,3231
14,18,6781,3232
12,12,2618,3233
14,19,9205,3234
13,27,4108,3235
12,19,397,3236
13,20,6299,3237
12,16,1592,3238
12,22,6009,3239
14,18,2290,3240
14,15,5194,3241
13,18,3818,3242
13,15,763,3243
11,17,7268,3244
13,16,5151,3245
13,15,117,3246
14,16,3355,3247
14,10,888,3248
13,17,6241,3249
14,18,5573,3250
14,16,5260,3251
14,16,9742,3252
14,22,4447,3253
12,17,5224,3254
12,12,9539,3255
14,16,1743,3256
14,13,39,3257
12,17,7706,3258
13,17,1590,3259
13,15,1683,3260
12,18,8251,3261
13,15,264,3262
13,21,4815,3263
13,10,868,3264
13,11,9468,3265
14,19,8922,3266
13,16,7617,3267
13,14,5766,3268
12,11,6866,3269
12,24,3625,3270
14,21,4407,3271
14,20,2059,3272
12,18,7442,3273
13,13,1521,3274
13,15,9326,3275
13,12,2592,3276
12,18,7989,3277
13,15,2680,3278
13,10,9832,3279
12,20,4229,3280
13,19,8252,3281
13,15,5091,3282
13,19,3970,3283
13,14,2698,3284
11,15,314,3285
13,11,9860,3286
12,11,792,3287
13,15,353,3288
13,15,3917,3289
13,18,8733,3290
11,17,8387,3291
14,21,2167,3292
13,15,8996,3293
13,20,3201,3294
12,8,9386,3295
14,22,4815,3296
13,16,8474,3297
12,15,7002,3298
11,17,580,3299
13,18,5339,3300
13,16,6978,3301
13,12,1338,3302
12,16,7397,3303
12,18,4419,3304
12,13,2858,3305
12,16,3074,3306
14,17,3363,3307
12,10,846,3308
14,22,2105,3309
14,21,3194,3310
13,10,1426,3311
13,15,6708,3312
14,24,4636,3313
13,14,1747,3314
12,10,9406,3315
12,20,4950,3316
13,16,1606,3317
13,14,6549,3318
12,12,1654,3319
13,13,1874,3320
13,15,5282,3321
14,14,40,3322
13,17,4040,3323
12,18,4277,3324
12,11,9592,3325
12,10,9778,3326
14,20,9092,3327
13,16,8065,3328
11,17,3131,3329
13,22,6023,3330
12,10,9756,3331
12,12,109,3332
13,15,7361,3333
13,19,7152,3334
14,21,4527,3335
12,18,6570,3336
12,18,6578,3337
12,18,4241,3338
12,16,7416,3339
12,16,8682,3340
12,18,7434,3341
14,16,5193,3342
12,11,5390,3343
13,19,2070,3344
13,15,6940,3345
14,19,1147,3346
12,16,3371,3347
12,22,4897,3348
12,18,7695,3349
14,17,5024,3350
14,21,6771,3351
13,21,2976,3352
14,10,1415,3353
13,20,7162,3354
13,23,3605,3355
15,18,1006,3356
14,16,6939,3357
14,15,2696,3358
13,14,5422,3359
13,10,70,3360
13,18,5070,3361
14,18,5177,3362
12,14,178,3363
14,18,2430,3364
13,17,8681,3365
15,17,1056,3366
14,16,9000,3367
14,17,5258,3368
13,12,5297,3369
14,15,2767,3370
13,16,3939,3371
13,16,9082,3372
13,17,7959,3373
13,19,5680,3374
12,16,7503,3375
14,16,1250,3376
14,14,6826,3377
12,21,7225,3378
13,21,6147,3379
13,9,873,3380
13,17,2248,3381
14,17,2917,3382
13,20,3848,3383
12,21,3662,3384
12,12,78,3385
13,16,7452,3386
14,15,1019,3387
12,15,7017,3388
14,14,6499,3389
13,16,6441,3390
13,13,3438,3391
12,17,1569,3392
13,17,1617,3393
13,9,9967,3394
13,16,350,3395
12,13,297,3396
14,15,1022,3397
13,18,9349,3398
14,20,1906,3399
13,14,2670,3400
13,14,8467,3401
13,17,2197,3402
13,16,1752,3403
14,16,2778,3404
12,15,7876,3405
13,18,5606,3406
12,16,4027,3407
14,16,1054,3408
14,16,2831,3409
12,15,173,3410
13,18,1926,3411
14,11,1430,3412
12,17,3089,3413
13,12,5773,3414
13,15,1444,3415
12,12,9519,3416
11,10,9577,3417
13,17,2462,3418
13,15,2887,3419
14,16,2427,3420
14,17,8902,3421
12,19,6324,3422
13,17,3995,3423
12,12,6871,3424
13,20,6290,3425
11,16,697,3426
12,16,3519,3427
12,21,3663,3428
14,23,6397,3429
13,13,5425,3430
13,17,6333,3431
13,22,4864,3432
13,17,7621,3433
14,18,4436,3434
13,16,7641,3435
13,15,1848,3436
14,24,6393,3437
13,22,8019,3438
14,16,2901,3439
13,16,9223,3440
13,22,4544,3441
12,22,4826,3442
13,16,7005,3443
14,19,3984,3444
13,13,6951,3445
12,13,8448,3446
13,17,3502,3447
14,16,2879,3448
13,10,909,3449
14,23,6388,3450
14,13,5305,3451
13,21,6163,3452
13,17,9063,3453
13,15,5652,3454
13,20,3033,3455
13,15,5352,3456
12,17,6348,3457
14,15,2903,3458
14,15,5367,3459
13,14,2744,3460
12,12,8327,3461
12,13,8051,3462
12,20,3959,3463
13,13,2299,3464
13,17,8838,3465
13,22,7951,3466
12,8,499,3467
13,19,5230,3468
13,22,5970,3469
13,21,3399,3470
12,11,805,3471
12,11,513,3472
13,20,4577,3473
13,20,7809,3474
12,11,848,3475
13,16,7879,3476
13,22,6256,3477
13,17,4350,3478
13,21,7109,3479
13,21,7164,3480
12,16,737,3481
14,16,8765,3482
12,10,9678,3483
13,21,6152,3484
12,17,4416,3485
13,17,2710,3486
13,18,7855,3487
13,21,7115,3488
12,17,5613,3489
13,19,3221,3490
13,20,6211,3491
12,12,291,3492
14,17,1271,3493
13,16,169,3494
14,15,8942,3495
13,13,108,3496
14,19,4472,3497
13,9,9440,3498
12,14,1690,3499
11,16,441,3500
14,18,9190,3501
13,18,2494,3502
13,17,7305,3503
13,16,118,3504
14,15,6654,3505
13,15,8152,3506
13,18,4348,3507
14,18,2909,3508
14,16,8853,3509
14,17,1456,3510
14,16,6424,3511
13,21,5942,3512
12,18,6573,3513
12,17,6102,3514
14,19,2093,3515
12,16,7340,3516
14,22,5163,3517
13,11,9947,3518
12,23,4455,3519
13,22,7127,3520
12,13,9520,3521
13,16,7017,3522
13,13,3770,3523
13,12,790,3524
12,15,7185,3525
12,17,2711,3526
12,24,7250,3527
12,12,1656,3528
12,18,8502,3529
13,15,5291,3530
12,14,8448,3531
13,18,4043,3532
14,12,7784,3533
13,23,2104,3534
13,12,513,3535
13,13,789,3536
12,13,6608,3537
13,20,1212,3538
13,23,3697,3539
14,16,1812,3540
14,19,9020,3541
13,16,6472,3542
13,13,7753,3543
14,19,5592,3544
14,20,8925,3545
12,19,6197,3546
13,22,2931,3547
13,21,4088,3548
13,20,6144,3549
13,16,3737,3550
13,18,7566,3551
13,14,5663,3552
13,16,753,3553
13,13,1335,3554
14,14,2804,3555
12,15,4290,3556
12,20,397,3557
12,17,6405,3558
13,15,2297,3559
14,20,8898,3560
12,14,1695,3561
14,19,7097,3562
13,15,9293,3563
12,20,5830,3564
13,20,9200,3565
13,22,6157,3566
13,17,6618,3567
15,23,2159,3568
12,15,7368,3569
14,15,6666,3570
12,16,323,3571
13,21,6387,3572
13,19,3138,3573
13,15,8075,3574
14,23,1978,3575
14,21,2062,3576
13,19,4272,3577
13,19,4909,3578
13,14,2501,3579
14,19,6767,3580
14,18,4997,3581
13,11,67,3582
14,17,8781,3583
14,15,5750,3584
13,10,1401,3585
13,20,7936,3586
13,14,39,3587
14,13,1798,3588
13,16,4341,3589
14,16,2335,3590
13,20,7047,3591
13,12,2387,3592
14,11,9431,3593
14,16,2691,3594
13,16,8217,3595
13,20,4983,3596
14,16,8847,3597
13,20,1186,3598
13,18,3493,3599
13,21,6215,3600
13,19,7852,3601
14,19,3815,3602
14,18,8953,3603
12,16,7341,3604
13,17,8242,3605
14,15,931,3606
14,15,5754,3607
14,20,8865,3608
14,16,2191,3609
13,17,8255,3610
14,16,5631,3611
12,16,7187,3612
14,25,4673,3613
13,16,763,3614
12,19,9288,3615
12,21,6073,3616
14,16,8698,3617
14,16,9326,3618
13,23,4222,3619
13,9,9390,3620
13,14,1661,3621
13,18,7621,3622
13,17,1777,3623
13,19,7443,3624
12,16,311,3625
13,11,9993,3626
14,17,2425,3627
12,20,5510,3628
13,17,7530,3629
13,18,2270,3630
13,16,8076,3631
14,13,5381,3632
12,20,6084,3633
13,14,7028,3634
13,19,2721,3635
12,21,4325,3636
14,19,4310,3637
12,16,8475,3638
13,21,3189,3639
14,15,6500,3640
13,16,3081,3641
14,21,5171,3642
14,15,39,3643
14,14,7753,3644
13,16,5933,3645
14,17,9326,3646
13,15,177,3647
15,14,983,3648
13,18,8652,3649
13,19,4399,3650
12,11,372,3651
14,16,6664,3652
12,18,8371,3653
15,23,2148,3654
11,16,458,3655
14,20,5033,3656
12,17,8492,3657
12,17,9235,3658
12,8,542,3659
14,23,6022,3660
14,15,1504,3661
12,17,8617,3662
14,14,7754,3663
13,17,3939,3664
13,20,1997,3665
14,15,6827,3666
12,17,8264,3667
12,18,6306,3668
13,13,1653,3669
13,20,7804,3670
13,17,9158,3671
13,21,4733,3672
13,16,9327,3673
13,19,9196,3674
14,18,8837,3675
14,18,5259,3676
11,13,8521,3677
14,20,9013,3678
14,13,2593,3679
13,17,3524,3680
13,12,9763,3681
13,17,2965,3682
13,15,6539,3683
12,16,8133,3684
14,18,1464,3685
12,17,3349,3686
13,24,3166,3687
12,18,6308,3688
12,15,2583,3689
14,12,59,3690
14,17,2329,3691
12,17,438,3692
12,20,5028,3693
13,13,6434,3694
13,17,4376,3695
14,15,7024,3696
13,15,3260,3697
13,16,8991,3698
13,19,3329,3699
14,20,4912,3700
12,20,3147,3701
13,19,2486,3702
12,22,5996,3703
13,17,2473,3704
12,11,8033,3705
13,24,4832,3706
13,21,4083,3707
13,16,2906,3708
12,16,197,3709
14,16,6676,3710
13,14,6429,3711
13,6,9959,3712
13,15,9640,3713
14,16,9320,3714
14,18,4444,3715
13,17,7455,3716
14,15,2668,3717
13,20,3961,3718
13,18,3762,3719
14,17,1602,3720
12,12,371,3721
13,18,2442,3722
14,18,2039,3723
13,12,5398,3724
14,19,8876,3725
12,17,6414,3726
14,14,2421,3727
13,16,8487,3728
14,17,1757,3729
14,24,2102,3730
13,22,3399,3731
14,22,4903,3732
14,16,939,3733
14,16,5746,3734
13,14,7375,3735
14,17,5324,3736
13,14,6930,3737
15,19,1457,3738
14,15,8229,3739
14,23,7126,3740
11,15,8132,3741
15,16,1009,3742
13,14,3436,3743
14,26,4123,3744
13,15,6680,3745
13,21,4231,3746
13,18,1578,3747
14,19,9347,3748
13,16,8191,3749
13,15,1691,3750
13,18,948,3751
14,21,4914,3752
14,29,4133,3753
14,17,9338,3754
13,17,311,3755
13,21,3008,3756
13,16,5752,3757
14,17,9084,3758
14,14,1494,3759
12,16,7508,3760
13,17,7537,3761
13,14,1244,3762
14,14,2410,3763
13,23,4827,3764
13,14,6990,3765
13,21,6136,3766
13,17,150,3767
13,16,3919,3768
13,16,7592,3769
12,16,8378,3770
13,16,7396,3771
13,18,5724,3772
13,16,5739,3773
12,13,831,3774
13,20,6198,3775
14,15,2418,3776
14,11,1414,3777
13,12,7775,3778
12,14,8117,3779
13,22,5956,3780
14,11,9466,3781
13,16,5416,3782
13,11,869,3783
14,12,9950,3784
12,21,4754,3785
13,17,1180,3786
13,18,2957,3787
13,13,6857,3788
13,15,6615,3789
12,10,802,3790
12,15,716,3791
14,27,4151,3792
11,16,8398,3793
14,9,9477,3794
13,19,8977,3795
14,17,1739,3796
14,18,5612,3797
13,16,9127,3798
14,19,2009,3799
13,21,3203,3800
13,17,3856,3801
14,11,9404,3802
14,16,5278,3803
12,10,9594,3804
13,17,6586,3805
14,15,1476,3806
13,18,2012,3807
12,17,7999,3808
14,19,5602,3809
13,15,128,3810
12,13,307,3811
14,8,1419,3812
13,18,5543,3813
14,18,1175,3814
14,14,1368,3815
12,16,6648,3816
13,12,2354,3817
13,22,4324,3818
13,17,3504,3819
14,20,8968,3820
13,15,1478,3821
12,22,4219,3822
14,12,9470,3823
13,15,6227,3824
12,22,3695,3825
12,15,8447,3826
14,18,7965,3827
14,16,9306,3828
13,14,3925,3829
13,11,9973,3830
14,19,8861,3831
14,12,7780,3832
13,18,5728,3833
14,26,4138,3834
13,20,3726,3835
13,17,8665,3836
14,20,1965,3837
13,11,5737,3838
13,20,3016,3839
13,17,7567,3840
14,19,2216,3841
12,14,3322,3842
14,15,8985,3843
12,25,4110,3844
13,22,4496,3845
13,17,353,3846
13,13,758,3847
13,22,3202,3848
15,16,1028,3849
13,21,4261,3850
12,14,8521,3851
13,17,8857,3852
14,25,4832,3853
13,18,7991,3854
13,15,5083,3855
12,14,8526,3856
14,15,2789,3857
14,22,3047,3858
13,24,4184,3859
13,14,6713,3860
13,16,9371,3861
13,21,3044,3862
14,23,4492,3863
14,16,1450,3864
13,16,3533,3865
14,17,8217,3866
13,16,6467,3867
13,15,5498,3868
13,14,305,3869
13,10,9482,3870
13,18,3064,3871
14,18,8872,3872
12,16,9155,3873
12,20,8400,3874
13,21,2982,3875
13,9,2,3876
14,17,8752,3877
12,11,91,3878
14,23,3203,3879
13,21,6132,3880
12,17,703,3881
13,17,8076,3882
13,20,4988,3883
14,19,5534,3884
12,19,6066,3885
13,11,71,3886
13,17,412,3887
14,14,5206,3888
15,13,9469,3889
14,19,947,3890
14,21,1918,3891
14,15,5192,3892
14,20,3990,3893
13,11,2761,3894
13,20,2993,3895
12,14,3874,3896
13,20,7330,3897
13,10,9459,3898
14,17,9371,3899
13,17,7634,3900
13,13,5292,3901
14,18,8786,3902
14,14,2858,3903
13,11,798,3904
14,17,3538,3905
14,17,2191,3906
13,12,800,3907
14,19,2289,3908
12,18,2281,3909
13,16,354,3910
14,23,4772,3911
14,17,9335,3912
11,19,8429,3913
13,11,9760,3914
14,21,1221,3915
12,11,846,3916
13,21,6182,3917
13,18,7984,3918
13,18,6051,3919
14,21,2002,3920
14,13,8930,3921
13,22,4320,3922
12,16,7193,3923
12,19,9271,3924
13,17,7081,3925
14,16,6538,3926
12,19,3144,3927
14,22,4410,3928
14,17,2348,3929
15,19,8867,3930
12,17,8395,3931
13,17,7640,3932
12,16,4004,3933
13,16,7604,3934
13,20,4789,3935
12,16,7541,3936
12,10,9794,3937
14,17,5588,3938
13,22,6182,3939
12,17,8426,3940
14,22,5942,3941
14,17,953,3942
13,26,4113,3943
12,15,722,3944
13,16,7064,3945
14,17,5333,3946
13,18,1568,3947
13,17,3245,3948
12,15,3316,3949
14,21,3970,3950
13,17,5247,3951
13,12,2245,3952
13,15,8290,3953
14,17,8791,3954
14,16,1515,3955
13,13,1722,3956
14,19,5328,3957
15,17,1010,3958
12,20,6131,3959
12,14,7676,3960
13,13,9876,3961
13,10,877,3962
13,15,1667,3963
11,15,232,3964
13,17,8481,3965
14,17,6455,3966
14,13,7772,3967
13,24,4626,3968
13,17,2043,3969
13,15,305,3970
14,12,9404,3971
13,18,4336,3972
14,14,1258,3973
13,16,3516,3974
13,17,5057,3975
15,26,4673,3976
14,17,8848,3977
14,22,2976,3978
13,14,7918,3979
13,14,8515,3980
14,16,6946,3981
12,24,3164,3982
14,17,759,3983
13,19,1587,3984
13,22,1954,3985
13,16,8625,3986
12,16,3308,3987
12,14,7282,3988
13,9,9634,3989
12,19,5790,3990
14,14,1309,3991
13,21,5862,3992
14,21,3018,3993
15,23,2975,3994
12,16,6093,3995
12,18,7850,3996
14,11,9429,3997
12,17,216,3998
14,18,2476,3999
12,15,7823,4000
13,13,6873,4001
13,14,8231,4002
15,24,2158,4003
13,20,4482,4004
13,16,1746,4005
12,15,3567,4006
13,17,9154,4007
12,18,593,4008
14,15,6542,4009
13,16,7071,4010
14,20,5459,4011
12,10,9839,4012
13,18,6586,4013
13,20,6217,4014
14,11,1425,4015
13,14,8540,4016
13,19,1193,4017
14,14,1084,4018
15,21,2173,4019
12,19,7178,4020
13,14,6873,4021
13,11,9833,4022
13,21,3039,4023
13,17,6243,4024
13,13,2807,4025
14,15,5483,4026
13,23,4092,4027
12,14,8587,4028
13,20,2051,4029
15,18,2919,4030
13,18,6410,4031
14,21,8923,4032
14,20,1149,4033
14,18,4919,4034
13,11,9756,4035
12,17,9246,4036
13,17,8485,4037
14,20,8909,4038
13,22,6190,4039
14,15,1379,4040
13,21,5980,4041
13,17,1648,4042
14,22,1217,4043
13,12,2565,4044
13,23,4216,4045
14,17,8994,4046
13,18,7456,4047
14,13,5408,4048
13,13,77,4049
13,22,5980,4050
13,16,2586,4051
12,21,3302,4052
12,21,5812,4053
14,23,1976,4054
12,18,5896,4055
13,21,4970,4056
13,14,3811,4057
13,11,9987,4058
13,15,3557,4059
15,20,2213,4060
12,20,9258,4061
12,19,6318,4062
14,16,7487,4063
13,17,6758,4064
14,14,1236,4065
11,22,7242,4066
13,23,6004,4067
13,22,6073,4068
13,22,6150,4069
13,17,2193,4070
12,17,7451,4071
13,18,8481,4072
13,20,3841,4073
14,18,5019,4074
13,17,7398,4075
12,16,8056,4076
12,17,4012,4077
13,20,1205,4078
12,10,9816,4079
13,18,441,4080
12,16,7185,4081
14,10,2401,4082
12,12,94,4083
15,20,9348,4084
12,15,728,4085
13,21,5989,4086
13,22,4318,4087
13,22,4538,4088
13,22,5975,4089
13,16,7874,4090
12,17,3102,4091
14,20,1584,4092
13,25,4191,4093
12,18,588,4094
11,17,8342,4095
13,13,1778,4096
12,15,7829,4097
13,17,697,4098
12,26,4202,4099
12,16,331,4100
14,16,2889,4101
13,18,8004,4102
14,14,8811,4103
13,17,3081,4104
13,22,3023,4105
13,12,2560,4106
14,19,1137,4107
13,21,3386,4108
13,19,3765,4109
13,18,7304,4110
13,16,178,4111
13,15,7301,4112
13,17,6056,4113
12,15,271,4114
13,17,6648,4115
14,19,6783,4116
13,19,6259,4117
14,15,965,4118
12,13,7673,4119
12,16,8586,4120
14,19,8838,4121
12,16,774,4122
13,17,169,4123
13,16,9380,4124
14,15,1362,4125
13,21,4862,4126
13,16,7510,4127
14,19,9190,4128
12,18,5558,4129
13,15,1711,4130
13,14,9520,4131
13,16,8447,4132
13,20,6067,4133
14,23,4683,4134
12,17,7879,4135
14,19,9089,4136
12,23,7242,4137
13,16,5367,4138
14,18,8826,4139
13,16,7358,4140
14,16,2670,4141
15,17,9004,4142
15,27,4658,4143
13,19,8725,4144
14,17,5626,4145
14,16,1306,4146
13,21,5508,4147
14,19,1885,4148
13,19,2270,4149
13,13,9532,4150
12,15,470,4151
13,15,7460,4152
14,16,305,4153
14,15,6990,4154
13,22,3191,4155
14,16,1666,4156
13,14,1852,4157
13,21,7052,4158
12,19,7208,4159
13,17,7409,4160
14,16,8763,4161
13,16,3079,4162
13,19,2207,4163
14,26,4829,4164
13,14,7761,4165
13,12,86,4166
14,16,269,4167
14,14,1355,4168
13,20,5452,4169
13,20,5446,4170
14,18,8712,4171
12,15,8122,4172
13,13,801,4173
13,17,3370,4174
13,13,6846,4175
14,15,6427,4176
15,17,1027,4177
13,17,8705,4178
14,26,4663,4179
13,22,3296,4180
13,13,8236,4181
13,18,5132,4182
14,18,7107,4183
13,15,8541,4184
15,21,2121,4185
12,16,6650,4186
13,20,6558,4187
12,17,324,4188
13,24,3701,4189
13,16,117,4190
13,17,7733,4191
14,15,8815,4192
13,20,3196,4193
13,19,6291,4194
13,22,3643,4195
13,18,7308,4196
13,19,6376,4197
14,15,263,4198
14,16,5014,4199
12,14,8180,4200
13,22,2061,4201
14,14,78,4202
12,20,6301,4203
14,14,2861,4204
14,17,3447,4205
14,10,9498,4206
14,17,5639,4207
12,12,825,4208
13,21,4555,4209
14,17,301,4210
12,16,472,4211
15,16,2790,4212
14,16,5432,4213
13,20,7579,4214
12,15,7682,4215
12,16,3905,4216
12,18,580,4217
11,18,592,4218
13,21,4228,4219
12,19,4280,4220
13,18,708,4221
13,14,8312,4222
13,18,3095,4223
14,18,255,4224
12,21,4603,4225
13,18,3089,4226
13,17,3915,4227
13,21,7330,4228
13,10,9704,4229
14,17,5280,4230
13,22,5509,4231
15,15,1764,4232
13,18,5357,4233
13,15,8161,4234
14,14,976,4235
13,17,5155,4236
13,17,4011,4237
14,16,6615,4238
14,23,5979,4239
12,20,8565,4240
12,11,6915,4241
14,18,6451,4242
14,15,1354,4243
14,16,8699,4244
13,17,381,4245
13,12,5388,4246
14,19,8955,4247
13,19,960,4248
14,24,5979,4249
13,14,9534,4250
13,14,5239,4251
13,19,3038,4252
13,19,7846,4253
14,21,4685,4254
13,12,9645,4255
14,16,8800,4256
14,14,7774,4257
14,16,3559,4258
12,19,6129,4259
14,20,3829,4260
15,20,8838,4261
13,19,7990,4262
14,20,5592,4263
12,13,547,4264
14,23,6150,4265
15,19,2919,4266
13,21,5701,4267
13,17,160,4268
13,15,9533,4269
15,16,1680,4270
14,20,8724,4271
14,14,2800,4272
13,16,8130,4273
14,15,6430,4274
14,14,1498,4275
13,15,8510,4276
15,17,1817,4277
13,16,6804,4278
13,21,5821,4279
13,25,4147,4280
12,16,6337,4281
14,17,1059,4282
13,17,7184,4283
13,10,534,4284
14,20,2096,4285
14,16,6828,4286
14,18,9333,4287
14,16,6221,4288
14,18,6738,4289
15,18,1814,4290
13,13,49,4291
15,18,1928,4292
12,10,9803,4293
13,19,1992,4294
15,19,2474,4295
14,14,2304,4296
14,21,4910,4297
14,22,4526,4298
15,18,2464,4299
14,19,4443,4300
13,21,6205,4301
13,18,7539,4302
12,21,3594,4303
14,15,686,4304
14,17,320,4305
13,16,1443,4306
13,17,5547,4307
13,17,8488,4308
12,19,8246,4309
14,16,1367,4310
15,17,2634,4311
12,19,4582,4312
13,16,8778,4313
14,22,6170,4314
14,19,5116,4315
13,10,873,4316
15,21,9349,4317
14,13,800,4318
13,19,7093,4319
14,18,2439,4320
15,13,2613,4321
13,19,7141,4322
13,20,4366,4323
15,16,2415,4324
13,18,9132,4325
14,23,3191,4326
11,14,1071,4327
14,19,393,4328
14,16,7716,4329
14,18,3534,4330
11,21,1187,4331
15,14,273,4332
